[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-05 23:32:07] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -52.21 dB
[2026-05-05 23:32:09] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -40.55 dB
[2026-05-05 23:32:11] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 32.6% | RSSI: -16.38 dB
[2026-05-05 23:32:14] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -36.24 dB
[2026-05-05 23:32:16] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -45.07 dB
[2026-05-05 23:32:19] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -52.53 dB
[2026-05-05 23:32:21] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -45.17 dB
[2026-05-05 23:32:23] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -40.37 dB
[2026-05-05 23:32:26] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -48.53 dB
[2026-05-05 23:32:28] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -49.37 dB
[2026-05-05 23:32:31] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -49.95 dB
[2026-05-05 23:32:33] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -52.22 dB
[2026-05-05 23:32:35] STATUS: DETECTION_LOCKED_Unknown | TRUST: 35.4% | RSSI: -51.05 dB
[2026-05-05 23:32:38] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -34.37 dB
[2026-05-05 23:32:40] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -46.56 dB
[2026-05-05 23:32:42] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -41.49 dB
[2026-05-05 23:32:45] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -47.85 dB
[2026-05-05 23:32:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -41.51 dB
[2026-05-05 23:32:50] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -47.71 dB
[2026-05-05 23:32:52] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -48.31 dB
[2026-05-05 23:32:54] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -49.88 dB
[2026-05-05 23:32:57] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -49.62 dB
[2026-05-05 23:32:59] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -44.53 dB
[2026-05-05 23:33:02] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -42.60 dB
[2026-05-05 23:33:04] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -49.06 dB
[2026-05-05 23:33:06] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -42.70 dB
[2026-05-05 23:33:09] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -34.35 dB
[2026-05-05 23:33:11] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -43.76 dB
[2026-05-05 23:33:13] STATUS: DETECTION_LOCKED_Unknown | TRUST: 33.4% | RSSI: -36.78 dB
[2026-05-05 23:33:16] STATUS: DETECTION_LOCKED_Unknown | TRUST: 33.4% | RSSI: -44.47 dB
[2026-05-05 23:33:18] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 30.0% | RSSI: -17.78 dB
[2026-05-05 23:33:20] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 26.6% | RSSI: -18.48 dB
[2026-05-05 23:33:23] STATUS: DETECTION_LOCKED_Unknown | TRUST: 26.6% | RSSI: -44.31 dB
[2026-05-05 23:33:25] STATUS: DETECTION_LOCKED_Unknown | TRUST: 26.6% | RSSI: -47.97 dB
[2026-05-05 23:33:28] STATUS: DETECTION_LOCKED_Unknown | TRUST: 26.6% | RSSI: -52.40 dB
[2026-05-05 23:33:30] STATUS: DETECTION_LOCKED_Unknown | TRUST: 26.6% | RSSI: -45.48 dB
[2026-05-05 23:33:33] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -42.01 dB
[2026-05-05 23:33:35] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -47.04 dB
[2026-05-05 23:33:37] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -46.60 dB
[2026-05-05 23:33:39] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -37.51 dB
[2026-05-05 23:33:42] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -44.39 dB
[2026-05-05 23:33:44] STATUS: DETECTION_LOCKED_Unknown | TRUST: 35.4% | RSSI: -37.25 dB
[2026-05-05 23:33:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -9.89 dB
[2026-05-05 23:33:49] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -42.92 dB
[2026-05-05 23:33:51] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 28.6% | RSSI: -11.86 dB
[2026-05-05 23:33:54] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -7.29 dB
[2026-05-05 23:33:56] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -42.02 dB
[2026-05-05 23:33:58] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -44.68 dB
[2026-05-05 23:34:01] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -45.21 dB
[2026-05-05 23:34:03] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -38.81 dB
[2026-05-05 23:34:06] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 21.8% | RSSI: -19.10 dB
[2026-05-05 23:34:08] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 19.0% | RSSI: -13.41 dB
[2026-05-05 23:34:10] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -38.31 dB
[2026-05-05 23:34:13] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -38.80 dB
[2026-05-05 23:34:15] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -5.63 dB
[2026-05-05 23:34:17] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -38.72 dB
[2026-05-05 23:34:20] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -48.90 dB
[2026-05-05 23:34:22] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 22.4% | RSSI: -17.80 dB
[2026-05-05 23:34:25] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -44.41 dB
[2026-05-05 23:34:27] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -42.16 dB
[2026-05-05 23:34:29] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -39.21 dB
[2026-05-05 23:34:32] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -42.13 dB
[2026-05-05 23:34:34] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -50.66 dB
[2026-05-05 23:34:36] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 25.8% | RSSI: -11.99 dB
[2026-05-05 23:34:39] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -42.60 dB
[2026-05-05 23:34:41] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 25.8% | RSSI: -14.84 dB
[2026-05-05 23:34:43] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -37.92 dB
[2026-05-05 23:34:46] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -41.20 dB
[2026-05-05 23:34:48] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -44.61 dB
[2026-05-05 23:34:50] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 25.8% | RSSI: -10.99 dB
[2026-05-05 23:34:53] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -56.84 dB
[2026-05-05 23:34:55] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -48.72 dB
[2026-05-05 23:34:57] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -43.09 dB
[2026-05-05 23:35:00] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -42.10 dB
[2026-05-05 23:35:02] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -48.85 dB
[2026-05-05 23:35:04] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -52.69 dB
[2026-05-05 23:35:07] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -41.95 dB
[2026-05-05 23:35:09] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -52.60 dB
[2026-05-05 23:35:11] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -52.55 dB
[2026-05-05 23:35:14] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -51.45 dB
[2026-05-05 23:35:16] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -40.56 dB
[2026-05-05 23:35:19] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -48.61 dB
[2026-05-05 23:35:21] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -50.55 dB
[2026-05-05 23:35:23] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 32.6% | RSSI: -12.13 dB
[2026-05-05 23:35:26] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -47.83 dB
[2026-05-05 23:35:28] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 29.2% | RSSI: -14.31 dB
[2026-05-05 23:35:31] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 25.8% | RSSI: -18.05 dB
[2026-05-05 23:35:33] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -52.59 dB
[2026-05-05 23:35:35] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -39.11 dB
[2026-05-05 23:35:38] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -52.74 dB
[2026-05-05 23:35:40] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -37.50 dB
[2026-05-05 23:35:43] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -44.53 dB
[2026-05-05 23:35:45] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 22.4% | RSSI: -23.44 dB
[2026-05-05 23:35:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -48.15 dB
[2026-05-05 23:35:50] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -48.08 dB
[2026-05-05 23:35:52] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -42.21 dB
[2026-05-05 23:35:54] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.6% | RSSI: -32.51 dB
[2026-05-05 23:35:57] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.6% | RSSI: -49.87 dB
[2026-05-05 23:35:59] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.6% | RSSI: -46.55 dB
[2026-05-05 23:36:02] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 27.5% | RSSI: -25.55 dB
[2026-05-05 23:36:04] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.5% | RSSI: -44.94 dB
[2026-05-05 23:36:06] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.5% | RSSI: -41.30 dB
[2026-05-05 23:36:09] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.9% | RSSI: -43.44 dB
[2026-05-05 23:36:11] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.9% | RSSI: -48.62 dB
[2026-05-05 23:36:13] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 27.5% | RSSI: -16.48 dB
[2026-05-05 23:36:16] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.5% | RSSI: -48.55 dB
[2026-05-05 23:36:18] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.9% | RSSI: -36.67 dB
[2026-05-05 23:36:21] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.9% | RSSI: -48.49 dB
[2026-05-05 23:36:23] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.9% | RSSI: -45.81 dB
[2026-05-05 23:36:26] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 28.6% | RSSI: -16.23 dB
[2026-05-05 23:36:28] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -44.35 dB
[2026-05-05 23:36:30] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -45.97 dB
[2026-05-05 23:36:33] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 25.2% | RSSI: -12.10 dB
[2026-05-05 23:36:35] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -44.89 dB
[2026-05-05 23:36:38] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -38.73 dB
[2026-05-05 23:36:40] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -37.82 dB
[2026-05-05 23:36:42] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -41.84 dB
[2026-05-05 23:36:45] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 25.8% | RSSI: -16.81 dB
[2026-05-05 23:36:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -40.02 dB
[2026-05-05 23:36:49] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 25.8% | RSSI: -15.66 dB
[2026-05-05 23:36:52] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 22.4% | RSSI: -21.55 dB
[2026-05-05 23:36:54] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -49.34 dB
[2026-05-05 23:36:57] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 22.4% | RSSI: -16.72 dB
[2026-05-05 23:36:59] STATUS: DETECTION_LOCKED_Unknown | TRUST: 22.4% | RSSI: -42.99 dB
[2026-05-05 23:37:01] STATUS: DETECTION_LOCKED_Unknown | TRUST: 20.4% | RSSI: -35.95 dB
[2026-05-05 23:37:04] STATUS: DETECTION_LOCKED_Unknown | TRUST: 20.4% | RSSI: -40.19 dB
[2026-05-05 23:37:06] STATUS: DETECTION_LOCKED_Unknown | TRUST: 20.4% | RSSI: -39.37 dB
[2026-05-05 23:37:08] STATUS: DETECTION_LOCKED_Unknown | TRUST: 23.8% | RSSI: -44.96 dB
[2026-05-05 23:37:10] STATUS: DETECTION_LOCKED_Unknown | TRUST: 23.8% | RSSI: -43.89 dB
[2026-05-05 23:37:12] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 23.8% | RSSI: -13.44 dB
[2026-05-05 23:37:15] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.2% | RSSI: -44.69 dB
[2026-05-05 23:37:17] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.2% | RSSI: -48.41 dB
[2026-05-05 23:37:19] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.6% | RSSI: -46.42 dB
[2026-05-05 23:37:21] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.6% | RSSI: -39.86 dB
[2026-05-05 23:37:24] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -44.54 dB
[2026-05-05 23:37:26] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -52.32 dB
[2026-05-05 23:37:28] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 29.2% | RSSI: -15.25 dB
[2026-05-05 23:37:30] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -37.03 dB
[2026-05-05 23:37:33] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -45.56 dB
[2026-05-05 23:48:39] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 4.266666666666667% | RSSI: -47.88 dB
[2026-05-05 23:48:41] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 6.533333333333333% | RSSI: -47.51 dB
[2026-05-05 23:48:50] STATUS: SPOOF_ALERT_CLEAR | TRUST: 36.0% | RSSI: -53.55 dB
[2026-05-05 23:48:52] STATUS: SPOOF_ALERT_Unknown | TRUST: 19.0% | RSSI: -8.36 dB
[2026-05-05 23:48:54] STATUS: SPOOF_ALERT_Unknown | TRUST: 24.666666666666668% | RSSI: -39.55 dB
[2026-05-05 23:48:56] STATUS: SPOOF_ALERT_Unknown | TRUST: 27.5% | RSSI: -49.25 dB
[2026-05-05 23:48:58] STATUS: SPOOF_ALERT_Unknown | TRUST: 22.4% | RSSI: -15.40 dB
[2026-05-05 23:49:01] STATUS: SPOOF_ALERT_Unknown | TRUST: 24.666666666666668% | RSSI: -40.54 dB
[2026-05-05 23:49:03] STATUS: SPOOF_ALERT_Unknown | TRUST: 26.285714285714285% | RSSI: -49.60 dB
[2026-05-05 23:49:05] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 23.25% | RSSI: -11.63 dB
[2026-05-05 23:49:07] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 20.88888888888889% | RSSI: -17.50 dB
[2026-05-05 23:49:09] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 22.4% | RSSI: -41.56 dB
[2026-05-05 23:49:12] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 20.545454545454547% | RSSI: -17.38 dB
[2026-05-05 23:49:14] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.833333333333332% | RSSI: -42.93 dB
[2026-05-05 23:49:16] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.833333333333332% | RSSI: -54.15 dB
[2026-05-05 23:49:18] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 24.666666666666668% | RSSI: -39.61 dB
[2026-05-05 23:49:20] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 24.666666666666668% | RSSI: -40.42 dB
[2026-05-05 23:49:22] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.833333333333332% | RSSI: -14.34 dB
[2026-05-05 23:49:25] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 24.666666666666668% | RSSI: -38.10 dB
[2026-05-05 23:49:27] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 24.666666666666668% | RSSI: -43.41 dB
[2026-05-05 23:49:29] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 24.666666666666668% | RSSI: -47.05 dB
[2026-05-05 23:49:31] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 27.5% | RSSI: -42.94 dB
[2026-05-05 23:49:33] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 30.333333333333332% | RSSI: -43.90 dB
[2026-05-05 23:49:36] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 30.333333333333332% | RSSI: -49.93 dB
[2026-05-05 23:49:38] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -51.14 dB
[2026-05-05 23:49:40] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -55.21 dB
[2026-05-05 23:49:42] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -50.34 dB
[2026-05-05 23:49:44] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -50.57 dB
[2026-05-05 23:49:47] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -47.76 dB
[2026-05-05 23:49:49] STATUS: SPOOF_ALERT_Unknown | TRUST: 33.166666666666664% | RSSI: -6.18 dB
[2026-05-05 23:49:51] STATUS: SPOOF_ALERT_Unknown | TRUST: 33.166666666666664% | RSSI: -43.05 dB
[2026-05-05 23:49:53] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -13.39 dB
[2026-05-05 23:49:55] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -38.91 dB
[2026-05-05 23:49:57] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -46.60 dB
[2026-05-05 23:50:00] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -39.36 dB
[2026-05-05 23:50:02] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -47.89 dB
[2026-05-05 23:50:04] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -50.69 dB
[2026-05-05 23:50:06] STATUS: SPOOF_ALERT_Unknown | TRUST: 29.833333333333332% | RSSI: -36.38 dB
[2026-05-05 23:50:08] STATUS: SPOOF_ALERT_Unknown | TRUST: 29.833333333333332% | RSSI: -41.44 dB
[2026-05-05 23:50:11] STATUS: SPOOF_ALERT_Unknown | TRUST: 29.833333333333332% | RSSI: -40.70 dB
[2026-05-05 23:50:13] STATUS: SPOOF_ALERT_Unknown | TRUST: 29.833333333333332% | RSSI: -46.92 dB
[2026-05-05 23:50:15] STATUS: SPOOF_ALERT_Unknown | TRUST: 32.666666666666664% | RSSI: -43.19 dB
[2026-05-05 23:50:17] STATUS: SPOOF_ALERT_Unknown | TRUST: 32.666666666666664% | RSSI: -47.65 dB
[2026-05-05 23:50:19] STATUS: SPOOF_ALERT_Unknown | TRUST: 35.5% | RSSI: -39.33 dB
[2026-05-05 23:50:21] STATUS: SPOOF_ALERT_Unknown | TRUST: 35.5% | RSSI: -44.02 dB
[2026-05-05 23:50:24] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 32.666666666666664% | RSSI: -15.81 dB
[2026-05-05 23:50:26] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 32.666666666666664% | RSSI: -41.45 dB
[2026-05-05 23:50:28] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 32.666666666666664% | RSSI: -47.07 dB
[2026-05-05 23:50:30] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 32.666666666666664% | RSSI: -47.49 dB
[2026-05-05 23:50:32] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -43.65 dB
[2026-05-05 23:50:35] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -43.96 dB
[2026-05-05 23:50:37] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -50.55 dB
[2026-05-05 23:50:39] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -46.96 dB
[2026-05-05 23:50:42] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -39.25 dB
[2026-05-05 23:50:44] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 33.166666666666664% | RSSI: -42.63 dB
[2026-05-05 23:50:46] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -9.34 dB
[2026-05-05 23:50:49] STATUS: SPOOF_ALERT_Unknown | TRUST: 30.333333333333332% | RSSI: -50.46 dB
[2026-05-05 23:50:51] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -33.67 dB
[2026-05-05 23:50:53] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -42.07 dB
[2026-05-05 23:50:56] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -54.52 dB
[2026-05-05 23:50:58] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -50.11 dB
[2026-05-05 23:51:00] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -46.34 dB
[2026-05-05 23:51:03] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -43.42 dB
[2026-05-05 23:51:05] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -48.79 dB
[2026-05-05 23:51:07] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -47.43 dB
[2026-05-05 23:51:10] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -42.35 dB
[2026-05-05 23:51:12] STATUS: SPOOF_ALERT_Unknown | TRUST: 31.5% | RSSI: -38.95 dB
[2026-05-05 23:51:15] STATUS: SPOOF_ALERT_Unknown | TRUST: 32.666666666666664% | RSSI: -31.00 dB
[2026-05-05 23:51:17] STATUS: SPOOF_ALERT_Unknown | TRUST: 32.666666666666664% | RSSI: -39.20 dB
[2026-05-05 23:51:19] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 31.5% | RSSI: -12.09 dB
[2026-05-05 23:51:22] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 31.5% | RSSI: -43.27 dB
[2026-05-05 23:51:24] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -16.69 dB
[2026-05-05 23:51:26] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -55.26 dB
[2026-05-05 23:51:29] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -44.76 dB
[2026-05-05 23:51:31] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -43.55 dB
[2026-05-05 23:51:33] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -40.42 dB
[2026-05-05 23:51:36] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -45.47 dB
[2026-05-05 23:51:38] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 27.0% | RSSI: -33.62 dB
[2026-05-05 23:51:40] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 26.5% | RSSI: -36.33 dB
[2026-05-05 23:51:43] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 25.333333333333332% | RSSI: -18.62 dB
[2026-05-05 23:51:45] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 25.333333333333332% | RSSI: -46.59 dB
[2026-05-05 23:51:48] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 28.166666666666668% | RSSI: -44.53 dB
[2026-05-05 23:51:50] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 28.166666666666668% | RSSI: -42.93 dB
[2026-05-05 23:51:52] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -53.91 dB
[2026-05-05 23:51:55] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -45.83 dB
